date,year,doy,mae,rmse,mae_roll7,rmse_roll7,stable_day,data_status
2024-09-12,2024,256,0.0472,0.1025,0.050485714285714293,0.09445714285714286,True,fixed_equation_evaluation_record
2024-09-13,2024,257,0.0521,0.0941,0.05155714285714286,0.09434285714285714,True,fixed_equation_evaluation_record
2024-09-14,2024,258,0.0524,0.0895,0.05138571428571429,0.09109999999999999,True,fixed_equation_evaluation_record
2024-09-15,2024,259,0.0522,0.0912,0.051757142857142856,0.09065714285714287,True,fixed_equation_evaluation_record
2024-09-16,2024,260,0.0577,0.09,0.05274285714285714,0.09168571428571427,True,fixed_equation_evaluation_record
2024-09-17,2024,261,0.0486,0.0803,0.05318571428571429,0.0913,True,fixed_equation_evaluation_record
2024-09-18,2024,262,0.0521,0.087,0.05275714285714286,0.09271428571428572,True,fixed_equation_evaluation_record
2024-09-19,2024,263,0.0541,0.1097,0.05407142857142857,0.09337142857142858,True,fixed_equation_evaluation_record
2024-09-20,2024,264,0.0552,0.0914,0.054328571428571434,0.09365714285714286,True,fixed_equation_evaluation_record
2024-09-21,2024,265,0.0494,0.0994,0.05497142857142857,0.09770000000000001,True,fixed_equation_evaluation_record
2024-09-22,2024,266,0.0614,0.0958,0.05582857142857143,0.09955714285714286,True,fixed_equation_evaluation_record
2024-09-23,2024,267,0.0595,0.092,0.055785714285714286,0.09874285714285715,True,fixed_equation_evaluation_record
2024-09-24,2024,268,0.0531,0.1086,0.05597142857142857,0.10117142857142856,True,fixed_equation_evaluation_record
2024-09-25,2024,269,0.0581,0.1,0.05745714285714286,0.10184285714285714,True,fixed_equation_evaluation_record
2024-09-26,2024,270,0.0538,0.104,0.057114285714285715,0.10305714285714285,True,fixed_equation_evaluation_record
2024-09-27,2024,271,0.0565,0.1084,0.057985714285714286,0.10427142857142857,True,fixed_equation_evaluation_record
2024-09-28,2024,272,0.0598,0.1041,0.0576,0.10211428571428571,True,fixed_equation_evaluation_record
2024-09-29,2024,273,0.059,0.1043,0.05757142857142857,0.09985714285714285,True,fixed_equation_evaluation_record
2024-09-30,2024,274,0.0656,0.1005,0.05655714285714286,0.09955714285714286,True,fixed_equation_evaluation_record
2024-10-01,2024,275,0.0504,0.0935,0.05602857142857143,0.09807142857142859,True,fixed_equation_evaluation_record
2024-10-02,2024,276,0.0579,0.0842,0.0559,0.09802857142857144,True,fixed_equation_evaluation_record
2024-10-03,2024,277,0.0467,0.1019,0.056842857142857146,0.09917142857142858,True,fixed_equation_evaluation_record
2024-10-04,2024,278,0.0528,0.098,0.05635714285714286,0.09802857142857144,True,fixed_equation_evaluation_record
2024-10-05,2024,279,0.0589,0.1038,0.05704285714285714,0.09667142857142856,True,fixed_equation_evaluation_record
2024-10-06,2024,280,0.0656,0.1123,0.05585714285714286,0.09797142857142858,True,fixed_equation_evaluation_record
2024-10-07,2024,281,0.0622,0.0925,0.057414285714285716,0.09754285714285715,True,fixed_equation_evaluation_record
2024-10-08,2024,282,0.0552,0.084,0.05958571428571429,0.10071428571428571,True,fixed_equation_evaluation_record
2024-10-09,2024,283,0.0496,0.0933,0.06027142857142858,0.10147142857142856,True,fixed_equation_evaluation_record
2024-10-10,2024,284,0.0576,0.0989,0.05902857142857143,0.09868571428571428,True,fixed_equation_evaluation_record
2024-10-11,2024,285,0.068,0.1202,0.05882857142857143,0.10022857142857143,True,fixed_equation_evaluation_record
2024-10-12,2024,286,0.0637,0.1091,0.06024285714285715,0.10297142857142857,True,fixed_equation_evaluation_record
2024-10-13,2024,287,0.0569,0.0928,0.061642857142857145,0.10282857142857142,True,fixed_equation_evaluation_record
2024-10-14,2024,288,0.0608,0.1033,0.06104285714285714,0.10284285714285714,True,fixed_equation_evaluation_record
2024-10-15,2024,289,0.0651,0.1032,0.0571,0.0985,True,fixed_equation_evaluation_record
2024-10-16,2024,290,0.0594,0.0923,0.05344285714285714,0.09580000000000001,True,fixed_equation_evaluation_record
2024-10-17,2024,291,0.0534,0.099,0.051228571428571436,0.09565714285714287,True,fixed_equation_evaluation_record
2024-10-18,2024,292,0.0404,0.0898,0.04818571428571428,0.09245714285714286,True,fixed_equation_evaluation_record
2024-10-19,2024,293,0.0381,0.0902,0.04545714285714286,0.0899857142857143,True,fixed_equation_evaluation_record
2024-10-20,2024,294,0.0414,0.0918,0.04327142857142857,0.09015714285714285,True,fixed_equation_evaluation_record
2024-10-21,2024,295,0.0395,0.0809,0.0404,0.0876,True,fixed_equation_evaluation_record
2024-10-22,2024,296,0.046,0.0859,0.039271428571428575,0.08592857142857144,True,fixed_equation_evaluation_record
2024-10-23,2024,297,0.0441,0.0935,0.04025714285714286,0.08660000000000001,True,fixed_equation_evaluation_record
2024-10-24,2024,298,0.0333,0.0811,0.04047142857142857,0.08577142857142857,True,fixed_equation_evaluation_record
2024-10-25,2024,299,0.0325,0.0781,0.04127142857142857,0.08772857142857142,True,fixed_equation_evaluation_record
2024-10-26,2024,300,0.045,0.0949,0.04144285714285715,0.08917142857142857,True,fixed_equation_evaluation_record
2024-10-27,2024,301,0.0429,0.086,0.04282857142857143,0.08864285714285715,True,fixed_equation_evaluation_record
2024-10-28,2024,302,0.0451,0.0946,0.04475714285714286,0.0880857142857143,True,fixed_equation_evaluation_record
2024-10-29,2024,303,0.0472,0.096,0.04657142857142856,0.08868571428571428,True,fixed_equation_evaluation_record
2024-10-30,2024,304,0.0538,0.0898,0.0473,0.0873,True,fixed_equation_evaluation_record
2024-10-31,2024,305,0.0468,0.0772,0.04741428571428572,0.08832857142857144,True,fixed_equation_evaluation_record
2024-11-01,2024,306,0.0452,0.0823,0.04752857142857143,0.08865714285714286,True,fixed_equation_evaluation_record
2024-11-02,2024,307,0.0501,0.0852,0.04791428571428572,0.08887142857142859,True,fixed_equation_evaluation_record
2024-11-03,2024,308,0.0437,0.0932,0.04691428571428572,0.08819999999999999,True,fixed_equation_evaluation_record
2024-11-04,2024,309,0.0459,0.0969,0.04688571428571429,0.08815714285714285,True,fixed_equation_evaluation_record
2024-11-05,2024,310,0.0499,0.0975,0.04648571428571429,0.0881,True,fixed_equation_evaluation_record
2024-11-06,2024,311,0.0468,0.0851,0.04635714285714286,0.08794285714285714,True,fixed_equation_evaluation_record
2024-11-07,2024,312,0.0466,0.0769,0.04618571428571428,0.08568571428571428,True,fixed_equation_evaluation_record
2024-11-08,2024,313,0.0424,0.0819,0.04605714285714286,0.08318571428571428,True,fixed_equation_evaluation_record
2024-11-09,2024,314,0.0492,0.0841,0.045771428571428574,0.08115714285714286,True,fixed_equation_evaluation_record
2024-11-10,2024,315,0.0425,0.0774,0.04625714285714285,0.08324285714285715,True,fixed_equation_evaluation_record
2024-11-11,2024,316,0.045,0.0794,0.04648571428571429,0.0841,True,fixed_equation_evaluation_record
2024-11-12,2024,317,0.0479,0.0833,0.04672857142857143,0.08527142857142857,True,fixed_equation_evaluation_record
2024-11-13,2024,318,0.0502,0.0997,0.04618571428571428,0.0839142857142857,True,fixed_equation_evaluation_record
2024-11-14,2024,319,0.0482,0.0829,0.046285714285714284,0.0841,True,fixed_equation_evaluation_record
2024-11-15,2024,320,0.0441,0.0901,0.046285714285714284,0.08637142857142857,True,fixed_equation_evaluation_record
2024-11-16,2024,321,0.0454,0.0746,0.046000000000000006,0.08527142857142857,True,fixed_equation_evaluation_record
2024-11-17,2024,322,0.0432,0.0787,0.04404285714285715,0.0823,True,fixed_equation_evaluation_record
2024-11-18,2024,323,0.045,0.0953,0.04342857142857143,0.08398571428571429,True,fixed_equation_evaluation_record
2024-11-19,2024,324,0.0459,0.0756,0.04398571428571429,0.08307142857142857,True,fixed_equation_evaluation_record
2024-11-20,2024,325,0.0365,0.0789,0.04302857142857143,0.08495714285714286,True,fixed_equation_evaluation_record
2024-11-21,2024,326,0.0439,0.0947,0.04321428571428571,0.08625714285714285,True,fixed_equation_evaluation_record
2024-11-22,2024,327,0.048,0.0837,0.04247142857142857,0.08487142857142857,True,fixed_equation_evaluation_record
2024-11-23,2024,328,0.0387,0.0878,0.04209999999999999,0.08571428571428572,True,fixed_equation_evaluation_record
2024-11-24,2024,329,0.0445,0.0878,0.043057142857142856,0.08617142857142857,True,fixed_equation_evaluation_record
2024-11-25,2024,330,0.0398,0.0856,0.0428,0.08414285714285714,True,fixed_equation_evaluation_record
2024-11-26,2024,331,0.0433,0.0815,0.042057142857142855,0.08285714285714285,True,fixed_equation_evaluation_record
2024-11-27,2024,332,0.0432,0.0821,0.04365714285714285,0.08312857142857143,True,fixed_equation_evaluation_record
2024-11-28,2024,333,0.0421,0.0805,0.04358571428571429,0.08097142857142857,True,fixed_equation_evaluation_record
2024-11-29,2024,334,0.0428,0.0747,0.04422857142857143,0.08158571428571429,True,fixed_equation_evaluation_record
2024-11-30,2024,335,0.0499,0.0897,0.04487142857142857,0.08320000000000001,True,fixed_equation_evaluation_record
2024-12-01,2024,336,0.044,0.0727,0.045585714285714285,0.08341428571428573,True,fixed_equation_evaluation_record
2024-12-02,2024,337,0.0443,0.0899,0.046328571428571434,0.08464285714285714,True,fixed_equation_evaluation_record
2024-12-03,2024,338,0.0478,0.0928,0.04704285714285715,0.08744285714285714,True,fixed_equation_evaluation_record
2024-12-04,2024,339,0.0482,0.0836,0.04517142857142858,0.08374285714285715,True,fixed_equation_evaluation_record
2024-12-05,2024,340,0.0473,0.0891,0.04494285714285714,0.08415714285714286,True,fixed_equation_evaluation_record
2024-12-06,2024,341,0.0478,0.0943,0.04384285714285714,0.0836,True,fixed_equation_evaluation_record
2024-12-07,2024,342,0.0368,0.0638,0.042542857142857146,0.08108571428571429,True,fixed_equation_evaluation_record
2024-12-08,2024,343,0.0424,0.0756,0.041057142857142855,0.08081428571428571,True,fixed_equation_evaluation_record
2024-12-09,2024,344,0.0366,0.086,0.040557142857142854,0.08009999999999999,True,fixed_equation_evaluation_record
2024-12-10,2024,345,0.0387,0.0752,0.039214285714285715,0.07774285714285714,True,fixed_equation_evaluation_record
2024-12-11,2024,346,0.0378,0.0817,0.039714285714285716,0.07784285714285713,True,fixed_equation_evaluation_record
2024-12-12,2024,347,0.0438,0.0841,0.0404,0.07777142857142857,True,fixed_equation_evaluation_record
2024-12-13,2024,348,0.0384,0.0778,0.0419,0.07842857142857142,True,fixed_equation_evaluation_record
2024-12-14,2024,349,0.0403,0.0645,0.04252857142857142,0.07862857142857142,True,fixed_equation_evaluation_record
2024-12-15,2024,350,0.0472,0.0751,0.04385714285714286,0.07925714285714285,True,fixed_equation_evaluation_record
2024-12-16,2024,351,0.0471,0.0906,0.04404285714285714,0.07851428571428572,True,fixed_equation_evaluation_record
2024-12-17,2024,352,0.0431,0.0766,0.045099999999999994,0.08052857142857142,True,fixed_equation_evaluation_record
2024-12-18,2024,353,0.0471,0.0861,0.04622857142857143,0.08134285714285715,True,fixed_equation_evaluation_record
2024-12-19,2024,354,0.0451,0.0789,0.04460000000000001,0.08192857142857143,True,fixed_equation_evaluation_record
2024-12-20,2024,355,0.0458,0.0919,0.042557142857142856,0.07815714285714284,True,fixed_equation_evaluation_record
2024-12-21,2024,356,0.0482,0.0702,0.04062857142857144,0.07648571428571428,True,fixed_equation_evaluation_record
2024-12-22,2024,357,0.0358,0.0792,0.039428571428571424,0.07601428571428571,True,fixed_equation_evaluation_record
2024-12-23,2024,358,0.0328,0.0642,0.039128571428571436,0.07730000000000001,True,fixed_equation_evaluation_record
2024-12-24,2024,359,0.0296,0.0649,0.03877142857142857,0.07362857142857142,True,fixed_equation_evaluation_record
2024-12-25,2024,360,0.0387,0.0828,0.03735714285714285,0.07327142857142856,True,fixed_equation_evaluation_record
2024-12-26,2024,361,0.043,0.0879,0.03805714285714285,0.07268571428571427,True,fixed_equation_evaluation_record
2024-12-27,2024,362,0.0433,0.0662,0.0392,0.07609999999999999,True,fixed_equation_evaluation_record
2024-12-28,2024,363,0.0383,0.0677,0.04084285714285714,0.07669999999999999,True,fixed_equation_evaluation_record
2024-12-29,2024,364,0.0407,0.0751,0.041199999999999994,0.07568333333333332,True,fixed_equation_evaluation_record
2024-12-30,2024,365,0.0408,0.0881,0.04084,0.07324,True,fixed_equation_evaluation_record
2024-12-31,2024,366,0.0411,0.0691,0.040225,0.07499999999999998,True,fixed_equation_evaluation_record
