pressure,depth,temp_obs,temp_pred
627.0,627.0,3.701125,-175.10486
1865.0,1865.0,2.0464,-524.23505
725.0,725.0,3.4839,-202.91837
575.0,575.0,3.8361,-160.16998
1681.0,1681.0,2.2181,-473.09903
1134.0,1134.0,2.791425,-318.97598
876.0,876.0,3.2169,-244.99637
1331.0,1331.0,2.5343,-373.70587
982.0,982.0,3.05124,-275.13864
954.0,954.0,3.0431,-267.18344
1313.0,1313.0,2.6082,-368.7975
932.0,932.0,3.124875,-260.81943
1340.0,1340.0,2.5387,-376.1594
296.0,296.0,4.0123,-81.70724
1265.0,1265.0,2.6203,-355.32584
881.0,881.0,3.17865,-246.41872
1228.0,1228.0,2.64765,-344.54785
1299.0,1299.0,2.559125,-365.02148
898.0,898.0,3.19175,-251.19182
1104.0,1104.0,2.8465667,-309.6013
1363.0,1363.0,2.515775,-382.67896
433.0,433.0,4.124075,-120.49714
635.0,635.0,3.7193334,-177.50452
1644.0,1644.0,2.24935,-462.32233
435.0,435.0,4.1428666,-121.158775
910.0,910.0,3.1687667,-254.52513
438.0,438.0,4.133633,-122.096375
317.0,317.0,4.254,-86.73354
755.0,755.0,3.4921,-211.3511
425.0,425.0,4.145175,-117.85747
1971.0,1971.0,2.001825,-554.611
1356.0,1356.0,2.519675,-380.64825
1670.0,1670.0,2.2279334,-469.8745
1196.0,1196.0,2.707625,-335.54932
2003.0,2003.0,1.9654334,-563.6154
1048.0,1048.0,2.884,-294.15277
239.0,239.0,4.2226,-65.34271
1800.0,1800.0,2.117225,-505.96133
1696.0,1696.0,2.1848,-477.34882
1173.0,1173.0,2.736175,-329.17026
263.0,263.0,4.4763,-71.9259
410.0,410.0,4.1268334,-113.72302
1401.0,1401.0,2.45495,-393.6431
491.0,491.0,4.02945,-136.74854
1940.0,1940.0,2.0012,-545.8061
1155.0,1155.0,2.788825,-324.64685
210.0,210.0,4.5985665,-56.99638
1705.0,1705.0,2.18645,-479.88187
1778.0,1778.0,2.12005,-499.68542
1798.0,1798.0,2.11374,-505.38724
447.0,447.0,4.105125,-124.655716
1552.0,1552.0,2.3213,-436.74686
1786.0,1786.0,2.127725,-501.92474
871.0,871.0,3.2005,-243.54454
384.0,384.0,4.1680665,-106.45067
1749.0,1749.0,2.134425,-492.0915
951.0,951.0,3.0912,-266.31696
1588.0,1588.0,2.2755334,-446.92017
1992.0,1992.0,1.99264,-560.4851
1395.0,1395.0,2.478275,-391.90958
1304.0,1304.0,2.5771666,-366.37457
623.0,623.0,3.7412,-173.92308
383.0,383.0,4.17715,-106.16203
352.0,352.0,4.239675,-97.07391
886.0,886.0,3.136075,-247.82278
172.0,172.0,5.015625,-46.948498
1073.0,1073.0,2.89846,-301.0
209.0,209.0,4.55175,-56.748375
1293.0,1293.0,2.55045,-363.37943
1823.0,1823.0,2.1046333,-512.54553
180.0,180.0,4.85705,-49.064114
654.0,654.0,3.696425,-183.0137
708.0,708.0,3.57214,-198.03046
1417.0,1417.0,2.442825,-398.22977
1095.0,1095.0,2.8384,-307.0102
1789.0,1789.0,2.1093333,-502.785
1774.0,1774.0,2.131575,-498.59863
503.0,503.0,3.9295,-139.86157
997.0,997.0,3.035375,-279.63373
1066.0,1066.0,2.902675,-299.17047
1736.0,1736.0,2.1389,-488.4733
1890.0,1890.0,2.06065,-531.1074
1275.0,1275.0,2.6378667,-358.28314
1041.0,1041.0,2.9080334,-292.11963
1307.0,1307.0,2.578825,-367.18237
2043.0,2043.0,1.9417334,-575.2954
503.0,503.0,3.983025,-139.86157
1783.0,1783.0,2.115975,-501.07492
338.0,338.0,3.9895,-93.01622
913.0,913.0,3.134875,-255.33856
1251.0,1251.0,2.611475,-351.16144
576.0,576.0,3.8182,-160.46005
1247.0,1247.0,2.632275,-349.99664
1114.0,1114.0,2.8195667,-312.671
425.0,425.0,4.166075,-117.85747
1531.0,1531.0,2.349325,-430.53937
1964.0,1964.0,1.986775,-552.7089
317.0,317.0,4.3343334,-86.73354
2059.0,2059.0,1.9259624,-579.91437
1743.0,1743.0,2.154025,-490.44943
735.0,735.0,3.506925,-205.61377
1614.0,1614.0,2.245375,-454.3911
1048.0,1048.0,2.9658,-294.15277
899.0,899.0,3.1634,-251.47401
1527.0,1527.0,2.3425,-429.3167
1550.0,1550.0,2.320275,-436.17426
1390.0,1390.0,2.4682,-390.47086
1348.0,1348.0,2.517525,-378.36978
1329.0,1329.0,2.53965,-373.1589
208.0,208.0,4.8624,-56.510796
1113.0,1113.0,2.8291,-312.35208
501.0,501.0,4.018425,-139.31886
1060.0,1060.0,2.9103,-297.5571
1654.0,1654.0,2.221975,-465.07196
868.0,868.0,3.2405,-242.65897
341.0,341.0,4.1971335,-93.907425
1420.0,1420.0,2.4446332,-399.07666
1678.0,1678.0,2.20935,-472.23718
198.0,198.0,4.47592,-54.12227
254.0,254.0,4.2811,-69.56061
240.0,240.0,4.6777,-65.64452
377.0,377.0,4.21355,-104.41054
1040.0,1040.0,2.9472,-291.8293
566.0,566.0,3.861425,-157.56523
1413.0,1413.0,2.441325,-397.0929
409.0,409.0,4.065525,-113.45012
1976.0,1976.0,1.984925,-555.9854
1596.0,1596.0,2.2780666,-449.29807
184.0,184.0,4.8515,-50.252567
1795.0,1795.0,2.0911,-504.52127
2004.0,2004.0,1.982375,-563.9029
1150.0,1150.0,2.7779,-323.40424
2035.0,2035.0,1.9653,-572.9799
1708.0,1708.0,2.171325,-480.72064
1515.0,1515.0,2.369175,-425.73984
1769.0,1769.0,2.129975,-497.2707
1580.0,1580.0,2.2862,-444.54465
1447.0,1447.0,2.4183,-406.6054
1401.0,1401.0,2.4514,-393.6431
2060.0,2060.0,1.9361666,-580.19965
392.0,392.0,4.13615,-108.67308
661.0,661.0,3.6637,-184.99533
1888.0,1888.0,2.0452,-530.5369
795.0,795.0,3.36055,-222.31407
379.0,379.0,4.046,-104.98934
800.0,800.0,3.41615,-223.67522
591.0,591.0,3.8063667,-164.9122
1451.0,1451.0,2.3961,-407.73166
315.0,315.0,4.13315,-86.18059
1855.0,1855.0,2.083925,-521.54663
1495.0,1495.0,2.367875,-420.04657
710.0,710.0,3.564,-198.64305
1844.0,1844.0,2.0606,-518.5434
1300.0,1300.0,2.5801,-365.29303
2045.0,2045.0,1.943675,-575.8734
2033.0,2033.0,1.9448333,-572.3985
1899.0,1899.0,2.0221,-533.6892
1151.0,1151.0,2.758675,-323.6584
1417.0,1417.0,2.438175,-398.22977
1979.0,1979.0,1.97425,-556.8201
1136.0,1136.0,2.805175,-319.55838
1299.0,1299.0,2.5632,-365.02148
1587.0,1587.0,2.277675,-446.62137
1932.0,1932.0,2.02335,-543.34644
973.0,973.0,3.0082,-272.57687
1180.0,1180.0,2.73575,-331.14505
2007.0,2007.0,1.972675,-564.76917
368.0,368.0,4.070475,-101.804756
2043.0,2043.0,1.9394,-575.2954
1354.0,1354.0,2.4901,-380.07263
1259.0,1259.0,2.6345,-353.53036
1218.0,1218.0,2.668175,-341.70383
863.0,863.0,3.25005,-241.17189
960.0,960.0,3.06345,-268.90283
1798.0,1798.0,2.1243,-505.38724
1898.0,1898.0,2.044325,-533.40247
691.0,691.0,3.6193,-193.28993
949.0,949.0,3.066025,-265.73773
1211.0,1211.0,2.670125,-339.7074
646.0,646.0,3.66295,-180.72266
738.0,738.0,3.4684,-206.44173
1225.0,1225.0,2.6766,-343.69452
1541.0,1541.0,2.3313,-433.5442
1352.0,1352.0,2.55366,-379.50064
1070.0,1070.0,2.8587,-300.2187
900.0,900.0,3.1198,-251.75601
519.0,519.0,3.996575,-144.66339
1987.0,1987.0,1.98385,-559.0718
261.0,261.0,4.20466,-71.42172
1403.0,1403.0,2.4452,-394.22107
183.0,183.0,4.852125,-49.95157
1502.0,1502.0,2.34665,-422.02057
1016.0,1016.0,2.9781334,-285.04672
1623.0,1623.0,2.2457,-456.87466
850.0,850.0,3.248375,-237.5141
903.0,903.0,3.160275,-252.59848
405.0,405.0,4.1506333,-112.33906
1933.0,1933.0,2.01365,-543.6542
528.0,528.0,3.9157667,-147.43883
891.0,891.0,3.19015,-249.22206
1411.0,1411.0,2.46555,-396.5216
956.0,956.0,3.068325,-267.75858
398.0,398.0,4.181475,-110.35984
1874.0,1874.0,2.04504,-526.6512
1292.0,1292.0,2.5986,-363.1034
704.0,704.0,3.557075,-196.82538
1256.0,1256.0,2.6093,-352.63638
1758.0,1758.0,2.1609,-494.43634
353.0,353.0,4.26795,-97.35912
318.0,318.0,4.209767,-87.025246
1135.0,1135.0,2.8066332,-319.26825
591.0,591.0,3.80125,-164.9122
507.0,507.0,3.89975,-140.98247
1054.0,1054.0,2.9443,-295.8789
246.0,246.0,4.30925,-67.37575
1911.0,1911.0,2.02505,-537.1131
2005.0,2005.0,1.95325,-564.19104
1910.0,1910.0,2.025775,-536.8277
1612.0,1612.0,2.246775,-453.83575
237.0,237.0,4.604825,-64.75045
1287.0,1287.0,2.579575,-361.71204
1110.0,1110.0,2.8597,-311.41006
1033.0,1033.0,2.9626667,-289.80597
391.0,391.0,4.170425,-108.39578
1946.0,1946.0,2.01156,-547.61835
452.0,452.0,4.10492,-126.09859
1896.0,1896.0,2.0393333,-532.82837
1374.0,1374.0,2.4827,-385.86777
1507.0,1507.0,2.35595,-423.443
590.0,590.0,3.804575,-164.61809
554.0,554.0,3.91905,-154.19637
1474.0,1474.0,2.384225,-414.1881
896.0,896.0,3.1813333,-250.6275
1503.0,1503.0,2.3744667,-422.30435
851.0,851.0,3.286975,-237.78194
1030.0,1030.0,2.9702666,-288.94745
1800.0,1800.0,2.10284,-505.96133
1030.0,1030.0,2.9832,-288.94745
1069.0,1069.0,2.87185,-299.95786
508.0,508.0,3.9609666,-141.27122
740.0,740.0,3.49435,-207.00267
476.0,476.0,4.060325,-132.77292
966.0,966.0,3.0607,-270.60696
1936.0,1936.0,2.019875,-544.57837
369.0,369.0,4.1833,-102.10646
1422.0,1422.0,2.426025,-399.63828
1364.0,1364.0,2.50565,-382.9696
215.0,215.0,4.4658,-58.428406
1520.0,1520.0,2.35305,-427.2055
1310.0,1310.0,2.552975,-367.98932
314.0,314.0,4.0338,-85.92152
1281.0,1281.0,2.59405,-360.01465
1772.0,1772.0,2.118925,-498.06345
306.0,306.0,3.9991667,-84.15883
227.0,227.0,4.4638,-61.985794
1595.0,1595.0,2.2863,-449.0036
832.0,832.0,3.2899666,-232.42642
1549.0,1549.0,2.32975,-435.88568
892.0,892.0,3.171475,-249.50246
877.0,877.0,3.1995332,-245.28291
1958.0,1958.0,1.9955333,-551.06586
323.0,323.0,3.990375,-88.566605
591.0,591.0,3.836925,-164.9122
1299.0,1299.0,2.571525,-365.02148
1517.0,1517.0,2.3219,-426.32208
706.0,706.0,3.586,-197.42215
998.0,998.0,2.984475,-279.92914
825.0,825.0,3.325025,-230.49556
484.0,484.0,4.0145,-134.99846
1422.0,1422.0,2.424875,-399.63828
576.0,576.0,3.8148,-160.46005
1211.0,1211.0,2.67602,-339.7074
682.0,682.0,3.61095,-190.87665
1272.0,1272.0,2.6194668,-357.4043
1166.0,1166.0,2.7504,-327.31696
1655.0,1655.0,2.2286668,-465.36035
1932.0,1932.0,1.99905,-543.34644
297.0,297.0,4.0120335,-81.9895
1282.0,1282.0,2.5981,-360.29987
940.0,940.0,3.1104,-263.145
733.0,733.0,3.490425,-205.06941
698.0,698.0,3.5783,-195.13423
1478.0,1478.0,2.37255,-415.3069
1686.0,1686.0,2.209725,-474.52005
882.0,882.0,3.206425,-246.70055
1211.0,1211.0,2.682875,-339.7074
507.0,507.0,3.9431,-140.98247
1552.0,1552.0,2.296425,-436.74686
1497.0,1497.0,2.376675,-420.6082
519.0,519.0,3.95865,-144.66339
1497.0,1497.0,2.3706,-420.6082
1624.0,1624.0,2.2585,-457.1456
1844.0,1844.0,2.0754,-518.5434
1082.0,1082.0,2.85098,-303.38437
744.0,744.0,3.50245,-208.14569
1192.0,1192.0,2.71105,-334.46945
1038.0,1038.0,2.9235,-291.2493
194.0,194.0,4.8778,-53.112686
842.0,842.0,3.26885,-235.2934
1070.0,1070.0,2.879575,-300.2187
1262.0,1262.0,2.6312332,-354.42798
681.0,681.0,3.625725,-190.59856
1021.0,1021.0,2.97665,-286.4222
599.0,599.0,3.83624,-167.21841
925.0,925.0,3.1201668,-258.7302
1068.0,1068.0,2.89735,-299.69632
1087.0,1087.0,2.8610334,-304.7572
648.0,648.0,3.659,-181.2992
1269.0,1269.0,2.62995,-356.51764
1279.0,1279.0,2.6053,-359.44144
755.0,755.0,3.402725,-211.3511
586.0,586.0,3.7966,-163.42955
