season,date_range,total_observations,train_MAE,train_RMSE,val_MAE,val_RMSE,val_R2,physics_residual_mean,physics_residual_q95,train_samples,val_samples,coef_1,coef_P,coef_ln(P),coef_sqrt(P),coef_exp(-P/500),coef_exp(-P/1200),coef_1/(P+50),coef_1/(P+500)
Season1,01-22 → 05-25,2385809,0.05893612269611381,0.10647733374460189,0.10871610822226957,0.20930249125592795,0.9464198886707713,1.8370148039333953e-06,0.0,1908647,477162,-197.6428382697593,-0.013264065514184397,23.014579080954118,0.8937863215460681,16.46949008085455,45.39374658664507,5500.1284077485925,-872.0017241668164
Season2,05-27 → 07-15,848483,0.050204868405538665,0.07639013239596006,0.13375588344769987,0.2567503630844937,0.9211222980327153,6.498277580577588e-06,0.0,678786,169697,-113.90737355845226,-0.038585932458375265,-5.2509332703519975,4.838840175109463,10.811727580865684,80.35633706563657,2703.7911790344056,-408.1735919303718
Season3,07-26 → 08-17,1553957,0.05769655495150909,0.09352219466228989,0.16283198061399268,0.3297394421358136,0.8826605483952943,2.1140429542029683e-06,0.0,1243165,310792,-142.44050250548472,-0.03395748032813464,1.9436147071835645,4.058533527142073,12.670300953910285,75.5066786211343,3615.82722506518,-606.2778839384346
Season4,10-20 → 01-22,1936157,0.0604160134252676,0.1064591756422485,0.051200170881537097,0.10100794959445862,0.9848139716457932,1.7266293694705268e-06,0.0,1548925,387232,-170.46960760272768,-0.027585595776560154,10.170696530820987,3.027958345692837,14.84387692854949,67.16890161023231,4518.012927747576,-750.5232395646588
