P,obs_mean,pred_global,pred_uniform,pred_dopt,err_global,err_uniform,err_dopt
1606.5812917594656,2.2366415346271715,2.2299845626229597,2.226954616413831,2.0542947012751647,0.006656972004211781,0.009686918213340334,0.18234683335200685
1631.5148741418764,2.217532219110755,2.208835561371046,2.2050980121064576,2.0319441421654663,0.008696657739708957,0.012434207004297537,0.1855880769452889
1657.889370932755,2.192026271391323,2.187047600920849,2.1826490457775254,2.0096423864337485,0.004978670470474178,0.009377225613797613,0.18238388495757452
1682.8716814159293,2.1699524543475666,2.1669446379815014,2.162013970737796,1.9897917276216859,0.0030078163660651747,0.007938483609770675,0.18016072672588068
1708.9173553719008,2.147225905483058,2.1465217457421915,2.141144708608138,1.9704174274438628,0.0007041597408665723,0.006081196874919925,0.1768084780391952
1733.9978494623656,2.127770535074194,2.1273557377698182,2.121663323424187,1.953036153822028,0.00041479730437554707,0.0061072116500069384,0.17473438125216578
1759.653421633554,2.108060476191391,2.1082412974036515,2.1023519875986203,1.9365497414523283,0.0001808212122607067,0.005708488592770511,0.17151073473906253
1785.4208333333333,2.0876738178727083,2.08952717823351,2.0835771595455306,1.9213059270028356,0.001853360360801748,0.00409665832717776,0.1663678908698727
1810.9028436018957,2.070180551229858,2.071481585410453,2.06561501321384,1.9075232310525916,0.0013010341805950176,0.004565538016017889,0.1626573201772663
1836.9868995633187,2.0510726403613537,2.053469375003516,2.0478441209188567,1.8947414476352495,0.0023967346421622793,0.0032285194424970243,0.15633119272610418
1862.3195652173913,2.030486640268478,2.036407084057174,2.0311744270303578,1.8836072309841025,0.005920443788696161,0.0006877867618797495,0.14687940928437548
1887.6842105263158,2.011683719298947,2.019735460455678,2.0150587298383975,1.8737159791826894,0.008051741156730685,0.0033750105394503294,0.1379677401162578
1913.6478873239437,1.996931493245473,2.003084093347951,1.9991514797593357,1.864886750668573,0.00615260010247809,0.0022199865138627928,0.13204474257690002
1939.1140939597315,1.9801378736559283,1.9871462073621302,1.9841211943411068,1.8574922442118904,0.007008333706201908,0.003983320685178482,0.1226456294440379
1964.741935483871,1.9650952668541937,1.971489620863025,1.9695608799932813,1.8513075683459856,0.006394354008831371,0.004465613139087665,0.11378769850820802
1990.0507246376812,1.9521729206922707,1.9563934173930022,1.955731990147676,1.8464282336067246,0.004220496700731546,0.003559069455405295,0.10574468708554607
2015.4304347826087,1.936697228778261,1.9416091083257925,1.9424069957544994,1.8427515018925895,0.0049118795475315835,0.005709766976238484,0.09394572688567138
2041.4082969432313,1.9219941458255458,1.9268332725061867,1.929324168023209,1.840239013207663,0.004839126680640904,0.0073300221976631,0.08175513261788292
2064.6889763779527,1.9052158580562992,1.9138900378574135,1.9180723452698079,1.8390533959409066,0.00867417980111429,0.012856487213508627,0.06616246211539267
2089.9449541284403,1.8892028574559634,1.9001592441419746,1.9063653688295386,1.8388964630334748,0.010956386686011177,0.017162511373575162,0.05030639442248863
2115.2264150943397,1.8786799550716982,1.8867300954038484,1.8951613869308268,1.8399054367208638,0.008050140332150235,0.016481431859128648,0.03877451835083434
2141.535714285714,1.8653521130964286,1.8730814581675475,1.884042418737371,1.842181686426521,0.007729345071118887,0.01869030564094243,0.02317042666990754
2169.9574468085107,1.852337381355319,1.858701299714653,1.8726426280482453,1.8460306763412078,0.006363918359334031,0.020305246692926326,0.006306705014111236
2182.0,1.8385931034,1.8527199900935756,1.8680021856725801,1.8480928425238243,0.014126886693575536,0.0294090822725801,0.009499739123824291
